RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,true_label,predicted_proba,predicted_label,confidence,failure_category,case_id
0.662138843,65,1,0.24183775,11056.0,8,0,2,0,3.0,1,0.04194650650024414,0,0.9580534934997559,Unexplained high-confidence error,101320
0.0,26,1,0.312080932,8500.0,7,0,2,0,0.0,1,0.08798771053552627,0,0.9120122894644738,Unexplained high-confidence error,136630
0.037610065,44,0,0.225149701,8349.0,22,0,1,0,0.0,1,0.013343318738043309,0,0.9866566812619567,Unexplained high-confidence error,35459
0.182434408,40,1,0.836034519,4750.0,21,0,1,0,1.0,1,0.09418047368526458,0,0.9058195263147354,Unexplained high-confidence error,103444
0.13455683,88,1,822.0,,11,0,0,0,0.0,1,0.05556296706199646,0,0.9444370329380035,Demographic subgroup risk,135926
0.181381862,32,0,0.653869226,3333.0,7,0,1,0,1.0,1,0.02286226339638233,0,0.9771377366036177,Unexplained high-confidence error,147847
0.745309885,31,0,0.641213047,9166.0,16,0,2,0,1.0,1,0.12583421021699906,0,0.874165789783001,Boundary case,92741
0.189468984,50,0,0.290118314,6000.0,12,0,1,0,0.0,1,0.014427506737411023,0,0.985572493262589,Unexplained high-confidence error,41316
0.209383813,34,0,0.228838036,4500.0,6,0,0,0,0.0,1,0.017622299678623676,0,0.9823777003213763,Unexplained high-confidence error,127854
0.9999999,22,0,0.310047847,1044.0,1,0,0,0,1.0,1,0.09692835137248039,0,0.9030716486275197,Demographic subgroup risk,96146
0.872472784,26,0,2.993757803,800.0,11,0,2,0,0.0,1,0.0988146722316742,0,0.9011853277683258,Unexplained high-confidence error,79084
0.261417167,49,0,0.39974841,14308.0,10,0,2,0,3.0,1,0.018955343030393125,0,0.9810446569696069,Unexplained high-confidence error,138051
0.174354884,53,1,0.346685083,2895.0,16,0,0,0,0.0,1,0.08681154847145081,0,0.9131884515285492,Unexplained high-confidence error,58314
0.257605418,55,1,0.438058748,7829.0,9,0,2,0,0.0,1,0.03732623979449272,0,0.9626737602055073,Unexplained high-confidence error,124352
0.056828985,48,0,0.362922574,4584.0,7,0,1,0,0.0,1,0.009840061329305172,0,0.9901599386706949,Unexplained high-confidence error,20056
0.590772582,46,0,2926.0,,9,0,1,0,3.0,1,0.03516584932804108,0,0.9648341506719589,Unexplained high-confidence error,121094
0.884724819,54,0,0.32395467,7676.0,11,0,2,0,0.0,1,0.05692735314369202,0,0.943072646856308,Unexplained high-confidence error,44665
0.9999999,41,1,0.389276982,5725.0,5,0,2,0,2.0,1,0.14242399483919144,0,0.8575760051608086,Boundary case,130467
0.0,43,1,0.022837236,10333.0,7,0,0,0,0.0,1,0.023923739045858382,0,0.9760762609541416,Unexplained high-confidence error,118897
0.217901289,62,0,0.129671432,3986.0,9,0,0,0,0.0,1,0.018438047356903554,0,0.9815619526430964,Unexplained high-confidence error,35058
0.404128366,50,0,0.13445477,8500.0,6,0,1,0,0.0,1,0.020687940903007983,0,0.979312059096992,Unexplained high-confidence error,23623
0.657476551,45,0,0.657208485,7400.0,10,0,2,0,1.0,1,0.0720189318060875,0,0.9279810681939125,Unexplained high-confidence error,79844
0.169117761,49,0,0.457377259,7800.0,12,0,2,0,2.0,1,0.016796964593231677,0,0.9832030354067683,Unexplained high-confidence error,97883
0.047002588,59,0,0.452591235,6000.0,23,0,3,0,0.0,1,0.014618294313549995,0,0.98538170568645,Unexplained high-confidence error,12578
0.346232688,75,0,0.248981859,5401.0,8,0,0,0,0.0,1,0.013909953087568283,0,0.9860900469124317,Demographic subgroup risk,130752
0.562013767,55,0,1.141378705,5700.0,9,0,2,0,1.0,1,0.06546948924660682,0,0.9345305107533932,Unexplained high-confidence error,120708
0.944447874,72,1,2970.0,,8,0,2,0,1.0,1,0.076902125030756,0,0.923097874969244,Demographic subgroup risk,88292
0.389867939,74,0,0.219347582,8000.0,12,0,0,0,0.0,1,0.020189437083899975,0,0.9798105629161,Demographic subgroup risk,80629
0.380287814,60,0,0.54796477,4200.0,9,0,2,0,0.0,1,0.02669668458402157,0,0.9733033154159785,Unexplained high-confidence error,85045
0.0,61,0,3325.0,,10,0,2,0,0.0,1,0.012590073235332965,0,0.987409926764667,Unexplained high-confidence error,11763
0.9999999,55,0,0.002458513,1626.0,0,0,0,0,0.0,1,0.12649874091148378,0,0.8735012590885163,Boundary case,24351
0.0,36,0,0.157678245,4375.0,7,0,0,0,2.0,1,0.0124815559014678,0,0.9875184440985322,Unexplained high-confidence error,1201
0.072370693,47,0,1.159818646,3528.0,8,0,1,1,2.0,1,0.08178052008152008,0,0.91821947991848,Unexplained high-confidence error,143608
0.9999999,23,0,53.0,,1,0,0,0,0.0,1,0.10847022831439972,0,0.8915297716856003,Boundary case,37854
0.234341253,50,0,0.392521496,5000.0,13,0,2,0,1.0,1,0.02743043266236782,0,0.9725695673376322,Unexplained high-confidence error,78607
0.611473382,66,0,3994.0,,12,0,2,0,0.0,1,0.023179057985544205,0,0.9768209420144558,Demographic subgroup risk,110296
0.464811558,46,0,0.581492637,5975.0,7,0,3,0,2.0,1,0.03888465985655785,0,0.9611153401434421,Unexplained high-confidence error,71106
0.851536468,58,0,0.047253951,6390.0,6,0,0,0,1.0,1,0.06342938169836998,0,0.93657061830163,Unexplained high-confidence error,38691
0.355553704,38,0,0.506248959,6000.0,11,0,1,0,0.0,1,0.040427129715681076,0,0.9595728702843189,Unexplained high-confidence error,142557
0.060524337,36,0,5355.0,,15,0,2,0,2.0,1,0.01897149607539177,0,0.9810285039246083,Outlier / distribution shift,35108
0.498410055,41,0,0.51867788,5112.0,9,0,2,0,3.0,1,0.057451002299785614,0,0.9425489977002144,Unexplained high-confidence error,15986
0.282645426,37,0,3.910547397,748.0,10,1,1,0,3.0,1,0.14900201708078384,0,0.8509979829192161,Boundary case,126519
0.793741314,44,0,0.540592606,10900.0,20,0,3,0,1.0,1,0.1098788321018219,0,0.8901211678981781,Boundary case,56806
0.703477888,43,1,3939.0,,7,0,0,0,0.0,1,0.11381739377975464,0,0.8861826062202454,Boundary case,65212
0.19873338,41,0,10333.0,,10,0,8,0,1.0,1,0.07397666200995445,0,0.9260233379900455,Outlier / distribution shift,5015
0.157824342,29,0,0.353558926,1713.0,15,0,0,0,0.0,1,0.04501907229423523,0,0.9549809277057648,Unexplained high-confidence error,144085
0.406487403,35,0,0.339251853,5800.0,6,0,1,0,0.0,1,0.024710968509316443,0,0.9752890314906836,Unexplained high-confidence error,77544
0.0,44,1,0.326398968,6200.0,4,0,1,0,2.0,1,0.059370166063308714,0,0.9406298339366913,Unexplained high-confidence error,36125
0.730531912,57,0,0.541078487,7083.0,11,0,1,0,3.0,1,0.06007743403315544,0,0.9399225659668445,Unexplained high-confidence error,100918
0.9999999,37,0,0.0,,0,0,0,0,0.0,1,0.11869804114103318,0,0.8813019588589668,Boundary case,31297
0.133605059,55,0,0.173091511,14500.0,15,0,2,0,0.0,1,0.012988620065152645,0,0.9870113799348473,Unexplained high-confidence error,122280
0.908955355,49,0,0.442963122,9300.0,8,0,2,0,0.0,1,0.07006118595600128,0,0.9299388140439987,Unexplained high-confidence error,104020
0.041191762,31,0,0.261369315,2000.0,3,0,0,0,0.0,1,0.011407432891428471,0,0.9885925671085716,Unexplained high-confidence error,1268
0.016353693,73,0,0.020395921,3333.0,8,0,0,0,0.0,1,0.006106367707252503,0,0.9938936322927475,Demographic subgroup risk,19131
0.285429142,30,1,1625.0,,7,0,0,0,0.0,1,0.05402282550930977,0,0.9459771744906902,Unexplained high-confidence error,126326
0.994167639,42,0,0.32830706,2917.0,5,0,1,0,3.0,1,0.08666164129972458,0,0.9133383587002755,Unexplained high-confidence error,128295
0.0,46,0,0.129288054,5800.0,6,0,1,0,0.0,1,0.008846752718091011,0,0.991153247281909,Unexplained high-confidence error,91921
0.177802163,71,0,2.022939347,2571.0,18,0,5,0,0.0,1,0.07551370188593864,0,0.9244862981140614,Demographic subgroup risk,18270
0.177257136,51,0,0.432995976,8200.0,14,0,2,0,4.0,1,0.022745381854474545,0,0.9772546181455255,Unexplained high-confidence error,101244
0.048878042,35,2,0.097580484,5000.0,6,0,0,0,0.0,1,0.0612460121512413,0,0.9387539878487587,Unexplained high-confidence error,74133
0.212842159,41,0,0.348072436,9000.0,8,0,1,0,0.0,1,0.013900414854288102,0,0.9860995851457119,Unexplained high-confidence error,117055
0.066886412,39,1,0.191606163,5646.0,7,0,1,0,3.0,1,0.03520559780299663,0,0.9647944021970034,Unexplained high-confidence error,18757
0.122713019,52,1,2.359775141,1600.0,16,0,3,0,3.0,1,0.11979075819253922,0,0.8802092418074607,Boundary case,144737
0.686826263,47,0,1258.0,,8,0,0,0,0.0,1,0.05681910589337349,0,0.9431808941066265,Unexplained high-confidence error,95804
0.436403208,73,1,0.924982307,1412.0,10,0,0,0,0.0,1,0.08662318587303161,0,0.9133768141269684,Demographic subgroup risk,116020
0.518149925,53,0,0.522440007,10917.0,7,0,3,1,3.0,1,0.11884066015481949,0,0.8811593398451805,Boundary case,146635
0.041223611,89,0,0.017503978,4398.0,17,0,0,0,0.0,1,0.010363262612372637,0,0.9896367373876274,Demographic subgroup risk,117085
0.502339612,45,0,0.670501411,4606.0,11,0,1,0,0.0,1,0.06758933216333389,0,0.9324106678366662,Unexplained high-confidence error,140495
0.108752883,59,0,0.028018899,9100.0,13,0,0,0,0.0,1,0.009590648580342531,0,0.9904093514196575,Unexplained high-confidence error,20111
0.567843297,44,1,0.448109413,2485.0,7,0,1,0,2.0,1,0.10982950925827026,0,0.8901704907417297,Boundary case,144378
0.173423014,29,0,1.159905938,1700.0,16,0,0,0,0.0,1,0.04811796322464943,0,0.9518820367753505,Unexplained high-confidence error,103931
0.973428509,48,0,0.637963648,12158.0,16,0,3,0,4.0,1,0.13466278612613677,0,0.8653372138738632,Boundary case,42831
1.002997003,38,0,0.807596202,2000.0,5,0,0,0,0.0,1,0.13895933479070663,0,0.8610406652092933,Boundary case,97593
0.386406043,51,0,0.597476791,4200.0,10,0,1,0,3.0,1,0.04180441424250603,0,0.958195585757494,Unexplained high-confidence error,78220
0.910363487,28,0,0.499451497,6380.0,8,0,2,0,0.0,1,0.09213509112596512,0,0.9078649088740349,Unexplained high-confidence error,135006
0.311688312,58,0,0.366181535,9000.0,5,0,2,0,2.0,1,0.013036979734897614,0,0.9869630202651024,Unexplained high-confidence error,106906
0.052535903,30,0,349.0,,10,0,0,0,1.0,1,0.023485142365098,0,0.976514857634902,Unexplained high-confidence error,57763
0.24079894,56,1,8516.0,,12,0,3,0,0.0,1,0.05815827026963234,0,0.9418417297303676,Outlier / distribution shift,95600
0.004285627,31,0,2414.0,,15,0,1,0,0.0,1,0.011931337136775255,0,0.9880686628632247,Unexplained high-confidence error,128481
0.225210624,33,0,5508.0,0.0,20,0,2,0,2.0,1,0.04111517705023289,0,0.9588848229497671,Outlier / distribution shift,112343
0.410981697,54,0,0.00209958,3333.0,2,0,0,0,0.0,1,0.036849766969680786,0,0.9631502330303192,Unexplained high-confidence error,131962
0.909660323,37,0,0.130504661,3110.0,4,0,0,0,1.0,1,0.09582483172416686,0,0.9041751682758331,Unexplained high-confidence error,44219
0.024127851,69,0,0.423622413,4300.0,16,0,1,0,2.0,1,0.008001898974180221,0,0.9919981010258198,Demographic subgroup risk,33821
0.9999999,31,0,0.0,,0,0,0,0,0.0,1,0.11869804114103318,0,0.8813019588589668,Boundary case,62065
0.392248482,50,0,1.595253368,4676.0,14,0,3,0,1.0,1,0.09494775086641312,0,0.9050522491335868,Unexplained high-confidence error,26
0.181019332,52,0,0.948694596,3293.0,11,0,2,0,0.0,1,0.03823367208242416,0,0.9617663279175759,Unexplained high-confidence error,64779
0.570396391,68,0,0.363623771,7218.0,19,0,1,0,1.0,1,0.038015490770339964,0,0.9619845092296601,Demographic subgroup risk,53369
0.41578868,57,1,0.341042017,14874.0,19,0,1,0,3.0,1,0.07005638256669044,0,0.9299436174333096,Unexplained high-confidence error,33551
0.039551451,60,0,1292.0,,15,0,3,0,,1,0.013980600237846374,0,0.9860193997621536,Unexplained high-confidence error,105130
0.0,52,2,2292.0,,6,0,1,1,,1,0.1351257562637329,0,0.8648742437362671,Boundary case,125624
0.388914682,55,1,0.563907871,3950.0,7,0,1,0,0.0,1,0.0680510401725769,0,0.9319489598274231,Unexplained high-confidence error,14550
0.865751233,54,0,0.3754363,4583.0,6,0,1,0,1.0,1,0.05883252844214439,0,0.9411674715578556,Unexplained high-confidence error,17691
0.9999999,64,1,0.967923863,2836.0,6,0,1,0,2.0,1,0.12471644580364227,0,0.8752835541963577,Boundary case,1827
0.450523697,50,0,0.230292294,5644.0,17,0,0,0,0.0,1,0.045469892024993894,0,0.9545301079750061,Unexplained high-confidence error,19030
0.144885511,58,3,0.632261411,5783.0,12,0,2,0,0.0,1,0.10630369037389756,0,0.8936963096261025,Boundary case,81785
0.641910444,41,1,0.3156379,20833.0,11,0,3,0,0.0,1,0.10746322721242904,0,0.8925367727875709,Boundary case,66804
0.366772901,54,1,0.453672844,7500.0,21,0,1,0,0.0,1,0.06590974852442741,0,0.9340902514755726,Unexplained high-confidence error,110873
0.273378278,54,0,0.389697892,4600.0,13,1,3,0,0.0,1,0.1296721175312996,0,0.8703278824687004,Boundary case,57360
0.949505049,52,0,0.853036741,4000.0,7,0,2,0,0.0,1,0.11702898889780045,0,0.8829710111021996,Boundary case,123792
0.0005321,65,0,50.0,,10,0,0,0,0.0,1,0.0068370368331670765,0,0.993162963166833,Unexplained high-confidence error,126864
0.9999999,30,0,0.012239021,8333.0,1,0,0,0,0.0,1,0.09582483172416686,0,0.9041751682758331,Unexplained high-confidence error,70159
